,Product URL,Description,ASIN,Product Description,Manufacturer
20,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NDI5NjgxMjQzMjUyNDA5OjE2NzU0MTUzNzg6c3BfYnRmOjIwMDk3Nzk2NjI5NDk4OjowOjo&url=%2FEUME-Virgo-29Ltr-Laptop-Backpack%2Fdp%2FB08R563J3T%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675415378%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1, Colour: Black : For men and women  ___ Pattern Name: Checkered; Pocket Description: Utility Pocket; Lining Description: Polyester; Style Name: Daypack Backpacks; Age Range Description: Adult; Closure Type: Zipper  ___ Age Range Description: Adult; Style Name: Daypack Backpacks; Outer Material Type: Polyester; Lining Description: Polyester; Pocket Description: Utility Pocket; Closure Type: Zipper  ___ Water Resistance Level: Water Resistant; Warranty Description: 1; Special Features: Laptop Compartment; Compartment Description: Up To 14 Inches  ___,B08R563J3T,"Dual front pocket   EUME Virgo comprises of spacious front pocket that can accommodate your belongings efficiently. You can keep the assets that you need immediate access to, be it a diary, stationery pouch, or even a purse for change.___Accessories compartment   The bag's capacious multi-utility compartment is constructed to keep your essentials in a place like daily necessities, tech electronics accessories, headphones, books, umbrella, etc. It also has committed space for pens, phones, wallets, so you can locate them easily when necessitated.___Laptop compartment   This bag has a dedicated tech safe laptop compartment where you can store a 15.6-inch laptop or any smaller ones easily. The space is padded enough to keep the device safe. The bag also has a fully padded bottom to protect the device from any shock or damage.___Multi-utility compartment   The EUME Virgo has a vast middle compartment that can be used to carry your other utilities. While traveling you can use this compartment for carrying your clothes. It can store up to 2 day's clothes in it and still have room for your other belongings.___Padded strap   The EUME Virgo has breathable and adjustable shoulder straps that relieve the stress on the shoulder. The mess prevents pressure on the shoulder and makes your journey effortless.___Breathable mesh padded   The bag has a comfortable airflow back design with thick and soft cushioning that keeps the backside ventilated and gives you maximum back support.___Side mesh   The bag has an allocated space for keeping your bottle. It has an elastic strap that can accommodate any large or small bottle comfortably.___Loop Handle   The bag has a strong loop handle on top that makes the bag easier to hang anywhere be it bus or train. The loop is strongly sewn to the bag so that can carry the weight of the bag flawlessly and faultlessly.___",Avon Lifestyle Pvt Ltd 
21,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NDI5NjgxMjQzMjUyNDA5OjE2NzU0MTUzNzg6c3BfYnRmOjIwMTA3NTk1NzIyMzk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675415378%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1," Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,   ___ Water Resistant; 2 compartments and 6 pockets Backpack with glossy finis; Separate laptop compartment   ___ Internal compartments with organizer pockets and internal divider for organization   ___ Closure Type: Zipper Snap; Age Range Description: Adult   ___ Compartment Description: Greater Than 17 Inches; Strap Type: Chain; Warranty Description: 1. Year Manufacturer Warranty; Pattern Name: Solid   ___",B08BYQZYYC,"Material :   Nylon, Inner Material: Polyester___Capacity:   50 Liters___Color:   Navy Blue & Sky Blue___Style and Substance:   The backpack undertones gives a neutral look and an advantage over excess dust collection. 3 main and an extra compartment provides ample storage space for accessories, electronics, notebooks and stationery. Also comes with bottle mesh pockets on either sides.___Comfort First:   The padded base, back and shoulder straps provide comfort and support for carrying heavy items for a long duration.___Special Features:   Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap.____________",NA
22,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTU4NzYwNDYxNTY2NzQ4OjE2NzU0MTUzOTA6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675415390%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS," Laptop Compatibility: Yes, Laptop size: 15.6 inches  ___ Outer Material: Polyester, Color: Black  ___ Water Resistance: Water resistant  ___ Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)  ___ Warranty type: Manufacturer; 12 months warranty against manufacturing defects  ___",B01LXNNFDF,"Ergonomically   Designed   The Laptop Bag by Urban Tribe is a   well structured and ergonomically designed. It is has spacious compartments   as well as an anti-clutter mobile phone charging compartment. The bag is very   handy and provides comfort to the user. Carry it in style.___Extra   Charging Compartment   The bag has a separate mobile   phone charging compartment to give you an anti-clutter experience while you   charge your phone.___Spacious   Compartment    The bag has a spacious main   compartment where you can carry your belongings such as your notebooks, pens, laptop, mobile etc. It is perfect for college going students who are looking for design and functionality, all in a single bag.___Withstand   heavy weight    The bag is made of Polyester,   making it durable and resistant to water, wear-and-tear thus making it sturdy enough to withstand heavy weight. Carry your laptop, books, mobile, wallet etc. with this bag all at once.___",Backpack International Pvt Ltd 
23,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTU4NzYwNDYxNTY2NzQ4OjE2NzU0MTUzOTA6c3BfYXRmX25leHQ6MjAwODIzOTcyMTM4OTg6OjA6Og&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675415390%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1," KEY FEATURES - Black Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.   ___ Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag   ___ Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.   ___ Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.; 100% Genuine NORTHZONE Men products, 10 days No Question asked replacement guarantee from the date of delivery   ___ Age Range Description: Adult; Color Name: Grey; Lining Description: Polyester; Pattern Name: Solid; Material Type: Polyester   ___",B0BH8S9QGH,,NA
24,https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-19," Made of multi-coated 600D polyester Material ; Water Repellent  ___ Dimension: 38cm x 26cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters  ___ Small Size backpack; Laptop Compatibility: No  ___ This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more  ___ With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books  ___ 6 months limited warranty  ___",B088XH1BP7,"It's an edgy mix of fashionable details and practical usability. This backpack is made to accompany you on any adventure___With a capacity of 12 litres, this backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more.___The multi coated, water-repellent 600D polyester fabric design keeps your belongings safe whether you're on a short excursion or bustling through a commute.___The Mi Step Out Backpack is available in 4 trendy colors. The array of vibrant colors allow you to make your pick and stand out wherever you go.___Fully equipped with a water repellent exterior, contra zippers, reflective pullers and adjustable shoulder straps, this backpack is ideal companion for a hands-free day___Weighing just 200g, this backpack is easy to carry whether you're toting it through the airport, hitting the gym, exploring a new city or using it as a carrier for your books.___",NA
25,https://www.amazon.in//Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-20," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort  ___ COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers, It comes with a 9 Month Warranty. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women  ___ PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm  ___ BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.  ___ OTHER FEATURES: Strong and durable zippers, 9 Months Warranty, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.  ___",B085MHDJ93,"Backpack for Every Needs   This MADE IN INDIA Product features 3 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Laptop Compartment, Top padded Handle for comfort. Its ergonomics comfortable design makes you forget the load you are carrying,___Spacious compartments   This casual backpack comes with three spacious zippered compartments which can accommodate your notebooks and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day.___Comfort & Quality   This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.___Rain / Dust Cover   This backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.___Proudly Made in India   Half Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.___Shipped Directly from Factory   Half Moon offers high-quality bags at the lowest prices. We offer bags directly from factory to the customer to provide the bag at lowest prices possible.___",Amazing Bags 
26,https://www.amazon.in//Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-21," Outer Material: Polyester, Color: Black;Water resistant  ___ Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH)  ___ Number of compartments: 3; Laptop Compatibility: Yes, Laptop Size: 15 inches  ___ Warranty type: Manufacturer; 1 year  ___ Closure Type: Zipper; Age Range Description: Adult  ___",B07N8GRWTZ,,Iff Overseas Pvt Ltd 
27,https://www.amazon.in//Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-22,NA,B08CMQD4BC,NA,NA
28,https://www.amazon.in//Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-23,NA,B075MK4TXP,NA,NA
29,https://www.amazon.in//F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-24,NA,B07F1157TV,NA,NA
30,https://www.amazon.in//Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-25,NA,B08YZ8FFBZ,NA,NA
31,https://www.amazon.in//GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-26," Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.  ___ Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)  ___ Number of compartments: 1; Compatible Laptop Size : 15.4  ___ Warranty Type: Manufacturer; 1 Year from the date of purchase  ___ Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper  ___",B019HA8AYG,,Gear Merchandise PVT LTD 
32,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTU4NzYwNDYxNTY2NzQ4OjE2NzU0MTUzOTA6c3BfbXRmOjIwMTE0NjA4MDA3NDk4OjowOjo&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQJLHLXZ%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675415390%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1," Multi-Organized Compartments and Pockets: One separate padded laptop compartment holds more then 15.6 Inchs Laptop. One spacious storage compartment for Daily necessities, electronics accessories, like pen, keys, Head phones, Books, Small daily items, etc.. Front compartment with many pockets which is perfect for some quick-access objects making your essentials organized and easy to find.  ___ Laptop Backapck bag for men casual  ___ backapck for men  ___ men backpack  ___ men bag  ___",B0BQJLHLXZ,,NA
33,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTU4NzYwNDYxNTY2NzQ4OjE2NzU0MTUzOTA6c3BfbXRmOjIwMTA3NTk1NzIyMzk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675415390%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1," Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,   ___ Water Resistant; 2 compartments and 6 pockets Backpack with glossy finis; Separate laptop compartment   ___ Internal compartments with organizer pockets and internal divider for organization   ___ Closure Type: Zipper Snap; Age Range Description: Adult   ___ Compartment Description: Greater Than 17 Inches; Strap Type: Chain; Warranty Description: 1. Year Manufacturer Warranty; Pattern Name: Solid   ___",B08BYQZYYC,"Material :   Nylon, Inner Material: Polyester___Capacity:   50 Liters___Color:   Navy Blue & Sky Blue___Style and Substance:   The backpack undertones gives a neutral look and an advantage over excess dust collection. 3 main and an extra compartment provides ample storage space for accessories, electronics, notebooks and stationery. Also comes with bottle mesh pockets on either sides.___Comfort First:   The padded base, back and shoulder straps provide comfort and support for carrying heavy items for a long duration.___Special Features:   Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap.____________",NA
34,https://www.amazon.in//F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-29," Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)  ___",B01F7AX9ZA,"POCKETS   Two pocket on front for quicker and easier to access your wallet, keys, mobile accessories, lunch box, charger etc.___PADDED BACK and SHOULDER STRAP   This bag has wide padded and adjustable shoulder strap and padded back for comfort in carrying heavy items.___BOTTLE HOLDER   The anti-tear able net fabric pocket which are stretchable and can be used to store a bottle on both the sites.___",Uber Fashion Merchandise Pvt. Ltd. 
35,https://www.amazon.in//Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-30," Strong stitching at major stress points provide long-lasting durability against daily activities  ___ Mesh side water bottle pocket. Adjustable shoulder strap.  ___ Main large compartment with double zip closure. Tough high durability fabric  ___ High quality double zippers, easy to access. Highly water-resistant finish to save inner items from water splashes  ___ Comes in attractive color combinations.  ___",B07FWQ9HRV,,Freewill Sports Private Limited 
36,https://www.amazon.in//Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-31," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort   ___ COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.   ___ SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.   ___ ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Casual   ___ OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc   ___",B0BJ32LQ6X,"Backpack for Every Needs   This MADE IN INDIA Product features 2 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Padded Laptop Compartment with 360° Protection, Top padded Handle for comfort, Reflective Stickers & Brand Logo for safety while travelling at night. Its ergonomics comfortable design makes you forget the load you are carrying,___Space & Comfort   This laptop backpack comes with two spacious zippered compartments which can accommodate your notebooks and other essentials with ease. This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.___Small Pockets   This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.___Rain / Dust Cover   This backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.___Proudly Made in India   Half Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.___Shipped Directly from Factory   Half Moon offers high quality bags at lowest prices. We offers bags directly from factory to the customer to provide the bag at lowest prices possible.___",Amazing Bags 
37,https://www.amazon.in//Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-32," The Lino wheel Duffle Bag from Lavie Sport is a voluminous yet lightweight travel duffle. Made of high quality and durable materials, it provides the same function as a large-sized suitcase.Perfect travel duffle for weekend getaways.  ___ Built to last: This duffle bag for travel features a combi-lock, shoulder strap, fully lined interior and is built with high-quality polyester fabric for the utmost durability. Made from water repellent & premium zippers, it makes it a super durable and lightweight all-weather travel duffle bag.  ___ Plenty of Space & Easy to carry: The front side features a zippered pocket that is perfect to store quick access essentials. Lino luggage bags for travel have sturdy heavy-duty treaded rubber wheels in a protective wheel housing and retractable trolley for smooth mobility and maximum durability.  ___ External Dimension: Length – 63cm, Width – 30cm, Height – 32cm, Capacity - 60 Litres.  ___ Manufacturer warranty - 2 years  ___",B097RJ22Q3,,Bagzone Lifestyle Pvt Ltd 
38,https://www.amazon.in//Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-33, Laptop bag fits upto 17.3 inch laptop  ___,B098QFF5TJ,Multiple compartments   Featuring multiple spacious compartments and functional pockets that are easy to access and will allow you to properly organize your backpack.___Sturdy padding___Side stretch mesh pockets   The side pockets are designed to hold small items and they are made with durable mesh that can expand to secure various sizes of water bottles and compact umbrellas.___Lightweight design   This backpack is made with lightweight material and this water-resistant fabric makes it easier for you to carry anywhere. A perfect backpack for all your travels!___Durable zippers   Enhanced with durable and quality zippers that will last longer and will not break easily with regular use.___Buckle Design For Stability___,Wesley 
39,https://www.amazon.in//Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-34," HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk  ___ DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA  ___ SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage  ___ SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage  ___ Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees  ___",B099ZZ57FT,,NA
40,https://www.amazon.in//Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-35," Capacity design: Can hold laptops of 15.6 inches and below. A main spacious packing room, and there are multiple pockets, pen pockets and compartments for small items at the front to keep your items organized and easier to find. An anti-theft pocket located inside the bag keeps your passport, wallet, phone and other valuable items safe and handy  ___ Durable & comfortable: This classic college backpack is made of water-resistant, sturdy and tear-resistant oxford material, with double metal zippers. Comfortable airflow back design with thick but soft multi-panel ventilated padding gives you maximum back support. Lightweight structure and ergonomically shaped shoulder straps with two ""S"" adjustable breathable padding make carrying easy and comfortable  ___ Function& Safe: External dimensions: A luggage strap allows backpack fit on luggage/suitcase, slide over the luggage upright handle tube for easier carrying. Internal shockproof belt for fastening your laptop and iPad, preventing them from sliding and bumping. With a hidden anti theft pocket inside the bag protect your valuable items from thieves. Well made for international airplane travel and day trip  ___ Ideal Gift: This fashionable laptop backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.  ___",B0BMQ4D59H,,NA
41,https://www.amazon.in//American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1675415390&sprefix=ba%2Caps%2C283&sr=8-36," Laptop Compatibility: No, Strap Type: Adjustable  ___ Outer Material: Polyester, Color: Blue  ___ Water Resistance: Water resistant, Capacity: 29 liters; Dimensions: 33 x 51 x 22 cms (LxHxW)  ___ Number of Wheels: 0, Number of compartments: 3  ___ Mesh Padding on back & shoulder strap to provide comfort & better back support  ___",B07CJCFNZG,,Samsonite 
42,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTU4NzYwNDYxNTY2NzQ4OjE2NzU0MTUzOTA6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675415390%26sprefix%3Dba%252Caps%252C283%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1," Care Instructions: Hand Wash Only  ___ Large multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches Laptop   ___ Water Resistance PU Coated Durable Fabric, with padded back section for comfortable carry   ___ Front Organizer compartments for pens, keys, and cell phone   ___ Age Range Description: Adult; Strap Type: Cross-Body; Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Pattern Name: Solid; Closure Type: Zipper; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket   ___",B078JVT384,"Lock Type    Butterfly lock is the lock type for this backpack. This lock provides enhanced security.___his backpack consists of 2 compartments. Therefore, you can carry all your essentials without any worries.___This backpack comes with versatile usage facility. This backpack can also be used for carrying papers, documents, bottles, etc.___",Cosmus 
